Hecho Punible,Dpto,Denunciado,Aclarado,Semestre,Mes
HURTO AGRAVADO,Alto Parana,6,3,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Alto Parana,27,26,2,Octubre
LESION,Alto Parana,8,3,2,Octubre
ROBO DE OBJETOS,Alto Parana,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Alto Parana,21,1,2,Octubre
ROBO DE VEHICULOS,Alto Parana,3,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Alto Parana,3,1,2,Octubre
ROBO DE MOTOCICLETAS,Alto Parana,6,1,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Alto Parana,5,1,2,Octubre
ABIGEATO,Itapua,5,0,2,Octubre
COACCION SEXUAL,Itapua,2,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Itapua,2,2,2,Octubre
HOMICIDIO DOLOSO,Itapua,5,3,2,Octubre
HURTO,Itapua,14,2,2,Octubre
HURTO AGRAVADO,Itapua,4,1,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Itapua,21,19,2,Octubre
LESION,Itapua,6,1,2,Octubre
ROBO DE OBJETOS,Itapua,4,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Itapua,18,1,2,Octubre
ROBO DE VEHICULOS,Itapua,2,1,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Itapua,2,1,2,Octubre
ROBO DE MOTOCICLETAS,Itapua,4,1,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Itapua,1,0,2,Octubre
ABIGEATO,Canindeyu,0,0,2,Octubre
COACCION SEXUAL,Canindeyu,0,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Canindeyu,2,2,2,Octubre
HOMICIDIO DOLOSO,Canindeyu,5,2,2,Octubre
HURTO,Canindeyu,0,0,2,Octubre
HURTO AGRAVADO,Canindeyu,0,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Canindeyu,1,1,2,Octubre
LESION,Canindeyu,2,1,2,Octubre
ROBO DE OBJETOS,Canindeyu,1,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Canindeyu,1,0,2,Octubre
ROBO DE VEHICULOS,Canindeyu,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Canindeyu,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Canindeyu,1,0,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Canindeyu,0,0,2,Octubre
ABIGEATO,Misiones,2,1,2,Octubre
COACCION SEXUAL,Misiones,1,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Misiones,1,1,2,Octubre
HOMICIDIO DOLOSO,Misiones,0,0,2,Octubre
HURTO,Misiones,2,0,2,Octubre
HURTO AGRAVADO,Misiones,2,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Misiones,8,8,2,Octubre
LESION,Misiones,1,0,2,Octubre
ROBO DE OBJETOS,Misiones,1,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Misiones,0,0,2,Octubre
ROBO DE VEHICULOS,Misiones,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Misiones,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Misiones,5,2,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Misiones,0,0,2,Octubre
ABIGEATO,Paraguari,2,1,2,Octubre
COACCION SEXUAL,Paraguari,4,1,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Paraguari,3,3,2,Octubre
HOMICIDIO DOLOSO,Paraguari,0,0,2,Octubre
HURTO,Paraguari,1,0,2,Octubre
HURTO AGRAVADO,Paraguari,7,1,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Paraguari,21,20,2,Octubre
LESION,Paraguari,5,0,2,Octubre
ROBO DE OBJETOS,Paraguari,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Paraguari,4,0,2,Octubre
ROBO DE VEHICULOS,Paraguari,1,1,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Paraguari,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Paraguari,12,3,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Paraguari,0,0,2,Octubre
ABIGEATO,Ñeembucu,9,1,2,Octubre
COACCION SEXUAL,Ñeembucu,0,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Ñeembucu,0,0,2,Octubre
HOMICIDIO DOLOSO,Ñeembucu,0,0,2,Octubre
HURTO,Ñeembucu,6,1,2,Octubre
HURTO AGRAVADO,Ñeembucu,1,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Ñeembucu,8,8,2,Octubre
LESION,Ñeembucu,3,1,2,Octubre
ROBO DE OBJETOS,Ñeembucu,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Ñeembucu,0,0,2,Octubre
ROBO DE VEHICULOS,Ñeembucu,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Ñeembucu,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Ñeembucu,2,1,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Ñeembucu,0,0,2,Octubre
ABIGEATO,Boqueron,0,0,2,Octubre
COACCION SEXUAL,Boqueron,0,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Boqueron,0,0,2,Octubre
HOMICIDIO DOLOSO,Boqueron,1,1,2,Octubre
HURTO,Boqueron,0,0,2,Octubre
HURTO AGRAVADO,Boqueron,0,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Boqueron,1,1,2,Octubre
LESION,Boqueron,0,0,2,Octubre
ROBO DE OBJETOS,Boqueron,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Boqueron,0,0,2,Octubre
ROBO DE VEHICULOS,Boqueron,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Boqueron,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Boqueron,0,0,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Boqueron,0,0,2,Octubre
ABIGEATO,Presidente Hayes,1,0,2,Octubre
COACCION SEXUAL,Presidente Hayes,1,1,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Presidente Hayes,2,2,2,Octubre
HOMICIDIO DOLOSO,Presidente Hayes,0,0,2,Octubre
HURTO,Presidente Hayes,2,0,2,Octubre
HURTO AGRAVADO,Presidente Hayes,1,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Presidente Hayes,4,4,2,Octubre
LESION,Presidente Hayes,2,2,2,Octubre
ROBO DE OBJETOS,Presidente Hayes,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Presidente Hayes,3,0,2,Octubre
ROBO DE VEHICULOS,Presidente Hayes,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Presidente Hayes,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Presidente Hayes,5,3,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Presidente Hayes,0,0,2,Octubre
ABIGEATO,Asuncion,0,0,2,Noviembre
COACCION SEXUAL,Asuncion,5,3,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Asuncion,4,4,2,Noviembre
HOMICIDIO DOLOSO,Asuncion,1,1,2,Noviembre
HURTO,Asuncion,13,7,2,Noviembre
HURTO AGRAVADO,Asuncion,4,3,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Asuncion,10,10,2,Noviembre
LESION,Asuncion,14,4,2,Noviembre
ROBO DE OBJETOS,Asuncion,4,2,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Asuncion,9,2,2,Noviembre
ROBO DE VEHICULOS,Asuncion,27,1,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Asuncion,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Asuncion,50,3,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Asuncion,0,0,2,Noviembre
ABIGEATO,Central,0,0,2,Noviembre
COACCION SEXUAL,Central,26,21,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Central,15,14,2,Noviembre
HOMICIDIO DOLOSO,Central,3,2,2,Noviembre
HURTO,Central,36,24,2,Noviembre
HURTO AGRAVADO,Central,25,8,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Central,66,63,2,Noviembre
LESION,Central,26,6,2,Noviembre
ROBO DE OBJETOS,Central,20,10,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Central,51,5,2,Noviembre
ROBO DE VEHICULOS,Central,32,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Central,4,0,2,Noviembre
ROBO DE MOTOCICLETAS,Central,70,0,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Central,7,0,2,Noviembre
ABIGEATO,Cordillera,3,0,2,Noviembre
COACCION SEXUAL,Cordillera,5,4,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Cordillera,5,5,2,Noviembre
HOMICIDIO DOLOSO,Cordillera,0,0,2,Noviembre
HURTO,Cordillera,4,0,2,Noviembre
HURTO AGRAVADO,Cordillera,5,1,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Cordillera,21,21,2,Noviembre
LESION,Cordillera,3,3,2,Noviembre
ROBO DE OBJETOS,Cordillera,1,1,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Cordillera,1,0,2,Noviembre
ROBO DE VEHICULOS,Cordillera,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Cordillera,1,0,2,Noviembre
ROBO DE MOTOCICLETAS,Cordillera,4,1,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Cordillera,0,0,2,Noviembre
ABIGEATO,Amambay,1,0,2,Noviembre
COACCION SEXUAL,Amambay,8,4,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Amambay,1,1,2,Noviembre
HOMICIDIO DOLOSO,Amambay,13,1,2,Noviembre
HURTO,Amambay,2,0,2,Noviembre
HURTO AGRAVADO,Amambay,0,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Amambay,6,6,2,Noviembre
LESION,Amambay,17,6,2,Noviembre
ROBO DE OBJETOS,Amambay,3,1,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Amambay,0,0,2,Noviembre
ROBO DE VEHICULOS,Amambay,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Amambay,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Amambay,7,1,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Amambay,0,0,2,Noviembre
ABIGEATO,Concepcion,3,0,2,Noviembre
COACCION SEXUAL,Concepcion,1,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Concepcion,2,2,2,Noviembre
HOMICIDIO DOLOSO,Concepcion,4,2,2,Noviembre
HURTO,Concepcion,5,0,2,Noviembre
HURTO AGRAVADO,Concepcion,2,1,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Concepcion,7,6,2,Noviembre
LESION,Concepcion,12,1,2,Noviembre
ROBO DE OBJETOS,Concepcion,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Concepcion,9,4,2,Noviembre
ROBO DE VEHICULOS,Concepcion,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Concepcion,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Concepcion,6,2,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Concepcion,4,0,2,Noviembre
ABIGEATO,Alto Paraguay,0,0,2,Noviembre
COACCION SEXUAL,Alto Paraguay,0,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Alto Paraguay,0,0,2,Noviembre
HOMICIDIO DOLOSO,Alto Paraguay,1,1,2,Noviembre
HURTO,Alto Paraguay,0,0,2,Noviembre
HURTO AGRAVADO,Alto Paraguay,0,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Alto Paraguay,1,1,2,Noviembre
LESION,Alto Paraguay,1,1,2,Noviembre
ROBO DE OBJETOS,Alto Paraguay,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Alto Paraguay,0,0,2,Noviembre
ROBO DE VEHICULOS,Alto Paraguay,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Alto Paraguay,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Alto Paraguay,0,0,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Alto Paraguay,0,0,2,Noviembre
ABIGEATO,San Pedro,8,2,2,Noviembre
COACCION SEXUAL,San Pedro,3,2,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,San Pedro,4,4,2,Noviembre
HOMICIDIO DOLOSO,San Pedro,0,0,2,Noviembre
HURTO,San Pedro,5,3,2,Noviembre
HURTO AGRAVADO,San Pedro,2,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,San Pedro,15,15,2,Noviembre
LESION,San Pedro,8,2,2,Noviembre
ROBO DE OBJETOS,San Pedro,2,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,San Pedro,7,1,2,Noviembre
ROBO DE VEHICULOS,San Pedro,1,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,San Pedro,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,San Pedro,4,2,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,San Pedro,0,0,2,Noviembre
ABIGEATO,Caaguazu,18,0,2,Noviembre
COACCION SEXUAL,Caaguazu,1,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Caaguazu,11,11,2,Noviembre
HOMICIDIO DOLOSO,Caaguazu,2,1,2,Noviembre
HURTO,Caaguazu,14,1,2,Noviembre
HURTO AGRAVADO,Caaguazu,14,2,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Caaguazu,29,28,2,Noviembre
LESION,Caaguazu,10,5,2,Noviembre
ROBO DE OBJETOS,Caaguazu,1,1,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Caaguazu,18,5,2,Noviembre
ROBO DE VEHICULOS,Caaguazu,1,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Caaguazu,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Caaguazu,15,3,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Caaguazu,1,1,2,Noviembre
ABIGEATO,Caazapa,2,1,2,Noviembre
COACCION SEXUAL,Caazapa,0,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Caazapa,0,0,2,Noviembre
HOMICIDIO DOLOSO,Caazapa,1,0,2,Noviembre
HURTO,Caazapa,1,1,2,Noviembre
HURTO AGRAVADO,Caazapa,0,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Caazapa,2,1,2,Noviembre
LESION,Caazapa,2,0,2,Noviembre
ROBO DE OBJETOS,Caazapa,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Caazapa,1,0,2,Noviembre
ROBO DE VEHICULOS,Caazapa,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Caazapa,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Caazapa,1,1,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Caazapa,0,0,2,Noviembre
ABIGEATO,Guaira,6,2,2,Noviembre
COACCION SEXUAL,Guaira,0,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Guaira,1,1,2,Noviembre
HOMICIDIO DOLOSO,Guaira,2,1,2,Noviembre
HURTO,Guaira,4,4,2,Noviembre
HURTO AGRAVADO,Guaira,1,1,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Guaira,13,13,2,Noviembre
LESION,Guaira,6,3,2,Noviembre
ROBO DE OBJETOS,Guaira,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Guaira,8,1,2,Noviembre
ROBO DE VEHICULOS,Guaira,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Guaira,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Guaira,8,4,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Guaira,1,0,2,Noviembre
ABIGEATO,Alto Parana,41,5,2,Noviembre
COACCION SEXUAL,Alto Parana,49,34,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Alto Parana,43,42,2,Noviembre
HOMICIDIO DOLOSO,Alto Parana,27,9,2,Noviembre
HURTO,Alto Parana,84,40,2,Noviembre
HURTO AGRAVADO,Alto Parana,53,16,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Alto Parana,170,164,2,Noviembre
LESION,Alto Parana,99,31,2,Noviembre
ROBO DE OBJETOS,Alto Parana,31,15,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Alto Parana,104,18,2,Noviembre
ROBO DE VEHICULOS,Alto Parana,61,1,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Alto Parana,5,0,2,Noviembre
ROBO DE MOTOCICLETAS,Alto Parana,165,17,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Alto Parana,13,1,2,Noviembre
ABIGEATO,Itapua,3,0,2,Noviembre
COACCION SEXUAL,Itapua,2,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Itapua,8,8,2,Noviembre
HOMICIDIO DOLOSO,Itapua,4,2,2,Noviembre
HURTO,Itapua,15,6,2,Noviembre
HURTO AGRAVADO,Itapua,8,2,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Itapua,27,26,2,Noviembre
LESION,Itapua,14,6,2,Noviembre
ROBO DE OBJETOS,Itapua,6,2,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Itapua,22,6,2,Noviembre
ROBO DE VEHICULOS,Itapua,7,1,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Itapua,1,0,2,Noviembre
ROBO DE MOTOCICLETAS,Itapua,5,2,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Itapua,3,1,2,Noviembre
ABIGEATO,Canindeyu,0,0,2,Noviembre
COACCION SEXUAL,Canindeyu,0,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Canindeyu,3,2,2,Noviembre
HOMICIDIO DOLOSO,Canindeyu,1,0,2,Noviembre
HURTO,Canindeyu,3,0,2,Noviembre
HURTO AGRAVADO,Canindeyu,1,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Canindeyu,4,4,2,Noviembre
LESION,Canindeyu,0,0,2,Noviembre
ROBO DE OBJETOS,Canindeyu,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Canindeyu,5,1,2,Noviembre
ROBO DE VEHICULOS,Canindeyu,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Canindeyu,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Canindeyu,4,0,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Canindeyu,0,0,2,Noviembre
ABIGEATO,Misiones,2,1,2,Noviembre
COACCION SEXUAL,Misiones,1,1,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Misiones,1,1,2,Noviembre
HOMICIDIO DOLOSO,Misiones,1,1,2,Noviembre
HURTO,Misiones,0,0,2,Noviembre
HURTO AGRAVADO,Misiones,1,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Misiones,11,10,2,Noviembre
LESION,Misiones,2,2,2,Noviembre
ROBO DE OBJETOS,Misiones,1,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Misiones,1,0,2,Noviembre
ROBO DE VEHICULOS,Misiones,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Misiones,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Misiones,1,0,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Misiones,0,0,2,Noviembre
ABIGEATO,Paraguari,11,0,2,Noviembre
COACCION SEXUAL,Paraguari,3,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Paraguari,1,1,2,Noviembre
HOMICIDIO DOLOSO,Paraguari,1,1,2,Noviembre
HURTO,Paraguari,3,1,2,Noviembre
HURTO AGRAVADO,Paraguari,7,1,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Paraguari,20,19,2,Noviembre
LESION,Paraguari,3,0,2,Noviembre
ROBO DE OBJETOS,Paraguari,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Paraguari,5,1,2,Noviembre
ROBO DE VEHICULOS,Paraguari,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Paraguari,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Paraguari,6,1,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Paraguari,0,0,2,Noviembre
ABIGEATO,Ñeembucu,3,1,2,Noviembre
COACCION SEXUAL,Ñeembucu,0,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Ñeembucu,1,1,2,Noviembre
HOMICIDIO DOLOSO,Ñeembucu,0,0,2,Noviembre
HURTO,Ñeembucu,3,1,2,Noviembre
HURTO AGRAVADO,Ñeembucu,1,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Ñeembucu,9,9,2,Noviembre
LESION,Ñeembucu,1,1,2,Noviembre
ROBO DE OBJETOS,Ñeembucu,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Ñeembucu,0,0,2,Noviembre
ROBO DE VEHICULOS,Ñeembucu,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Ñeembucu,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Ñeembucu,1,0,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Ñeembucu,0,0,2,Noviembre
ABIGEATO,Boqueron,0,0,2,Noviembre
COACCION SEXUAL,Boqueron,0,0,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Boqueron,1,1,2,Noviembre
HOMICIDIO DOLOSO,Boqueron,1,1,2,Noviembre
HURTO,Boqueron,1,0,2,Noviembre
HURTO AGRAVADO,Boqueron,0,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Boqueron,3,3,2,Noviembre
LESION,Boqueron,0,0,2,Noviembre
ROBO DE OBJETOS,Boqueron,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Boqueron,0,0,2,Noviembre
ROBO DE VEHICULOS,Boqueron,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Boqueron,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Boqueron,1,0,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Boqueron,0,0,2,Noviembre
ABIGEATO,Presidente Hayes,2,1,2,Noviembre
COACCION SEXUAL,Presidente Hayes,2,1,2,Noviembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Presidente Hayes,3,3,2,Noviembre
HOMICIDIO DOLOSO,Presidente Hayes,0,0,2,Noviembre
HURTO,Presidente Hayes,3,3,2,Noviembre
HURTO AGRAVADO,Presidente Hayes,1,0,2,Noviembre
LESION CULPOSA EN ACC. DE TTO.,Presidente Hayes,0,0,2,Noviembre
LESION,Presidente Hayes,1,0,2,Noviembre
ROBO DE OBJETOS,Presidente Hayes,0,0,2,Noviembre
ROBO AGRAVADO DE OBJETOS,Presidente Hayes,0,0,2,Noviembre
ROBO DE VEHICULOS,Presidente Hayes,0,0,2,Noviembre
ROBO AGRAVADO DE VEHICULOS,Presidente Hayes,0,0,2,Noviembre
ROBO DE MOTOCICLETAS,Presidente Hayes,2,1,2,Noviembre
ROBO AGRAVADO DE MOTOCICLETAS,Presidente Hayes,0,0,2,Noviembre
ABIGEATO,Asuncion,0,0,2,Diciembre
COACCION SEXUAL,Asuncion,4,4,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Asuncion,3,3,2,Diciembre
HOMICIDIO DOLOSO,Asuncion,2,1,2,Diciembre
HURTO,Asuncion,18,17,2,Diciembre
HURTO AGRAVADO,Asuncion,15,5,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Asuncion,9,9,2,Diciembre
LESION,Asuncion,15,8,2,Diciembre
ROBO DE OBJETOS,Asuncion,5,2,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Asuncion,12,6,2,Diciembre
ROBO DE VEHICULOS,Asuncion,23,1,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Asuncion,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Asuncion,73,2,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Asuncion,1,0,2,Diciembre
ABIGEATO,Central,2,0,2,Diciembre
COACCION SEXUAL,Central,10,8,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Central,13,11,2,Diciembre
HOMICIDIO DOLOSO,Central,9,8,2,Diciembre
HURTO,Central,26,10,2,Diciembre
HURTO AGRAVADO,Central,41,10,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Central,62,57,2,Diciembre
LESION,Central,24,4,2,Diciembre
ROBO DE OBJETOS,Central,16,7,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Central,66,5,2,Diciembre
ROBO DE VEHICULOS,Central,33,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Central,4,0,2,Diciembre
ROBO DE MOTOCICLETAS,Central,91,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Central,10,0,2,Diciembre
ABIGEATO,Cordillera,5,0,2,Diciembre
COACCION SEXUAL,Cordillera,0,0,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Cordillera,1,1,2,Diciembre
HOMICIDIO DOLOSO,Cordillera,2,2,2,Diciembre
HURTO,Cordillera,3,0,2,Diciembre
HURTO AGRAVADO,Cordillera,5,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Cordillera,19,18,2,Diciembre
LESION,Cordillera,4,4,2,Diciembre
ROBO DE OBJETOS,Cordillera,0,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Cordillera,5,1,2,Diciembre
ROBO DE VEHICULOS,Cordillera,1,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Cordillera,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Cordillera,9,2,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Cordillera,0,0,2,Diciembre
ABIGEATO,Amambay,2,1,2,Diciembre
COACCION SEXUAL,Amambay,0,0,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Amambay,2,2,2,Diciembre
HOMICIDIO DOLOSO,Amambay,13,2,2,Diciembre
HURTO,Amambay,1,1,2,Diciembre
HURTO AGRAVADO,Amambay,4,2,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Amambay,13,11,2,Diciembre
LESION,Amambay,8,4,2,Diciembre
ROBO DE OBJETOS,Amambay,2,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Amambay,4,0,2,Diciembre
ROBO DE VEHICULOS,Amambay,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Amambay,1,0,2,Diciembre
ROBO DE MOTOCICLETAS,Amambay,4,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Amambay,2,0,2,Diciembre
ABIGEATO,Concepcion,1,0,2,Diciembre
COACCION SEXUAL,Concepcion,2,1,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Concepcion,9,8,2,Diciembre
HOMICIDIO DOLOSO,Concepcion,3,0,2,Diciembre
HURTO,Concepcion,2,1,2,Diciembre
HURTO AGRAVADO,Concepcion,4,2,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Concepcion,9,9,2,Diciembre
